ctime,relname,pid,mode,granted
1415233473.20543,customer,25245,RowExclusiveLock,t
1415233473.20543,lineitem,25248,ExclusiveLock,t
1415233473.20543,lineitem,25248,RowExclusiveLock,t
1415233473.20543,orders,25243,RowExclusiveLock,t
1415233473.20543,part,25241,RowExclusiveLock,t
1415233473.20543,part,25241,ExclusiveLock,t
1415233473.20543,partsupp,25246,RowExclusiveLock,t
1415233473.20543,pg_locks,25272,AccessShareLock,t
1415233473.20543,pg_stat_activity,25273,AccessShareLock,t
1415233473.20543,supplier,25247,RowExclusiveLock,t
1415233533.21207,customer,25319,ShareUpdateExclusiveLock,t
1415233533.21207,customer_c_mktsegment_c_custkey_idx,25319,AccessShareLock,t
1415233533.21207,customer_c_nationkey_c_custkey_idx,25319,AccessShareLock,t
1415233533.21207,customer_c_phone_idx,25319,AccessShareLock,t
1415233533.21207,customer_c_phone_idx_c_acctbal,25319,AccessShareLock,t
1415233533.21207,lineitem,25248,RowExclusiveLock,t
1415233533.21207,orders,25327,ShareLock,t
1415233533.21207,orders,25329,ShareLock,f
1415233533.21207,orders,25328,AccessExclusiveLock,f
1415233533.21207,part,25304,AccessExclusiveLock,f
1415233533.21207,part,25303,ShareLock,t
1415233533.21207,part,25301,ShareLock,t
1415233533.21207,pg_locks,25339,AccessShareLock,t
1415233533.21207,pg_stat_database,25337,AccessShareLock,t
1415233533.21207,pg_statio_all_tables,25340,AccessShareLock,t
1415233533.21207,pk_customer,25319,AccessShareLock,t
1415233593.21224,lineitem,25248,RowExclusiveLock,t
1415233593.21224,lineitem,25248,ExclusiveLock,t
1415233593.21224,orders,25347,ShareUpdateExclusiveLock,t
1415233593.21224,orders_o_orderdate_o_orderkey_idx,25347,AccessShareLock,t
1415233593.21224,orders_o_orderkey_o_orderdate_idx,25347,AccessShareLock,t
1415233593.21224,part,25345,ShareUpdateExclusiveLock,t
1415233593.21224,part_p_container_p_brand_p_partkey_idx,25345,AccessShareLock,t
1415233593.21224,part_p_name_idx,25345,AccessShareLock,t
1415233593.21224,part_p_size_idx,25345,AccessShareLock,t
1415233593.21224,part_p_type_p_partkey_idx,25345,AccessShareLock,t
1415233593.21224,pg_locks,25358,AccessShareLock,t
1415233593.21224,pg_stat_activity,25360,AccessShareLock,t
1415233593.21224,pg_stat_all_indexes,25359,AccessShareLock,t
1415233593.21224,pg_stat_all_tables,25357,AccessShareLock,t
