ctime,datname,numbackends,xact_commit,xact_rollback,blks_read,blks_hit,tup_returned,tup_fetched,tup_inserted,tup_updated,tup_deleted
1415233473.2085,template1,0,0,0,0,0,0,0,0,0,0
1415233473.2085,template0,0,0,0,0,0,0,0,0,0,0
1415233473.2085,postgres,0,675,5,6109,28692,224972,13187,0,0,0
1415233473.2085,dbt3,8,26335,0,1128251414,6116756065,86824074814,13725236738,442390326,4407,7882767
1415233533.21128,template1,0,0,0,0,0,0,0,0,0,0
1415233533.21128,template0,0,0,0,0,0,0,0,0,0,0
1415233533.21128,postgres,0,677,5,6109,28747,225634,13198,0,0,0
1415233533.21128,dbt3,10,26398,0,1128973030,6118687206,86861483683,13725242349,468990500,4476,7882773
1415233593.21282,template1,0,0,0,0,0,0,0,0,0,0
1415233593.21282,template0,0,0,0,0,0,0,0,0,0,0
1415233593.21282,postgres,0,679,5,6109,28802,226296,13209,0,0,0
1415233593.21282,dbt3,8,26426,0,1129246527,6119630136,86929490328,13725245441,468990597,4478,7882773
1415233653.21637,template1,0,0,0,0,0,0,0,0,0,0
1415233653.21637,template0,0,0,0,0,0,0,0,0,0,0
1415233653.21637,postgres,0,681,5,6109,28857,226958,13220,0,0,0
1415233653.21637,dbt3,5,26441,0,1129246564,6119928344,86929495987,13725247586,468990679,4485,7882777
1415233713.21985,template1,0,0,0,0,0,0,0,0,0,0
1415233713.21985,template0,0,0,0,0,0,0,0,0,0,0
1415233713.21985,postgres,0,683,5,6109,28912,227620,13231,0,0,0
1415233713.21985,dbt3,6,26454,0,1129246564,6119931482,86929500862,13725248945,468990679,4485,7882777
1415233773.22382,template1,0,0,0,0,0,0,0,0,0,0
1415233773.22382,template0,0,0,0,0,0,0,0,0,0,0
1415233773.22382,postgres,0,685,5,6109,28967,228282,13242,0,0,0
1415233773.22382,dbt3,6,26466,0,1129246564,6119934595,86929505725,13725250293,468990679,4485,7882777
1415233833.22871,template1,0,0,0,0,0,0,0,0,0,0
1415233833.22871,template0,0,0,0,0,0,0,0,0,0,0
1415233833.22871,postgres,0,687,5,6109,29022,228944,13253,0,0,0
1415233833.22871,dbt3,13,26489,0,1130312244,6122245834,86929510711,13725251756,528976731,4485,7882777
1415233893.2291,template1,0,0,0,0,0,0,0,0,0,0
1415233893.2291,template0,0,0,0,0,0,0,0,0,0,0
1415233893.2291,postgres,0,689,5,6109,29077,229606,13264,0,0,0
1415233893.2291,dbt3,11,26505,0,1131603865,6123088600,87049487976,13725253398,528976743,4485,7882777
1415233953.23424,template1,0,0,0,0,0,0,0,0,0,0
1415233953.23424,template0,0,0,0,0,0,0,0,0,0,0
1415233953.23424,postgres,0,691,5,6109,29132,230268,13275,0,0,0
1415233953.23424,dbt3,7,26521,0,1134042870,6123849641,87229451667,13725255384,528976761,4485,7882777
1415234013.23512,template1,0,0,0,0,0,0,0,0,0,0
1415234013.23512,template0,0,0,0,0,0,0,0,0,0,0
1415234013.23512,postgres,0,693,5,6109,29187,230930,13286,0,0,0
1415234013.23512,dbt3,7,26535,0,1134042870,6123852800,87229456612,13725256749,528976761,4485,7882777
1415234073.24334,template1,0,0,0,0,0,0,0,0,0,0
1415234073.24334,template0,0,0,0,0,0,0,0,0,0,0
1415234073.24334,postgres,0,695,5,6109,29242,231592,13297,0,0,0
1415234073.24334,dbt3,6,26552,0,1134042870,6123856488,87229462167,13725258400,528976761,4485,7882777
1415234133.24506,template1,0,0,0,0,0,0,0,0,0,0
1415234133.24506,template0,0,0,0,0,0,0,0,0,0,0
1415234133.24506,postgres,0,697,5,6109,29297,232254,13308,0,0,0
1415234133.24506,dbt3,7,26565,0,1134902573,6124065150,87289452879,13725259802,528976769,4485,7882777
1415234193.25192,template1,0,0,0,0,0,0,0,0,0,0
1415234193.25192,template0,0,0,0,0,0,0,0,0,0,0
1415234193.25192,postgres,0,699,5,6109,29352,232916,13319,0,0,0
1415234193.25192,dbt3,6,26580,0,1135713648,6124322913,87349444175,13725261450,528976775,4485,7882777
1415234253.26185,template1,0,0,0,0,0,0,0,0,0,0
1415234253.26185,template0,0,0,0,0,0,0,0,0,0,0
1415234253.26185,postgres,0,701,5,6109,29407,233578,13330,0,0,0
1415234253.26185,dbt3,4,26598,0,1137830140,6124341257,87469422111,13725263348,528976783,4487,7882777
